"GISJOIN","FIPS","ADI_NATRANK","ADI_STATERNK"
"G55013302031071","551332031071","59","5"
"G55013302031072","551332031072","27","1"
"G55013302032001","551332032001","17","1"
"G55013302032002","551332032002","14","1"
"G55013302032003","551332032003","9","1"
"G55013302033031","551332033031","20","1"
"G55013302033032","551332033032","52","4"
"G55013302033033","551332033033","54","5"
"G55013302033041","551332033041","38","2"
"G55013302033042","551332033042","25","1"
"G55013302033043","551332033043","23","1"
"G55013302033044","551332033044","13","1"
"G55013302033051","551332033051","49","4"
"G55013302033052","551332033052","28","1"
"G55013302033053","551332033053","28","1"
"G55013302033071","551332033071","44","3"
"G55013302033072","551332033072","51","4"
"G55013302033073","551332033073","35","2"
"G55013302033081","551332033081","59","5"
"G55013302033082","551332033082","21","1"
"G55013302034021","551332034021","29","1"
"G55013302034022","551332034022","35","2"
"G55013302034023","551332034023","46","3"
"G55013302034024","551332034024","33","2"
"G55013302034031","551332034031","17","1"
"G55013302034032","551332034032","28","1"
"G55013302034033","551332034033","47","3"
"G55013302034041","551332034041","55","5"
"G55013302034042","551332034042","41","3"
"G55013302034051","551332034051","14","1"
"G55013302034052","551332034052","15","1"
"G55013302034053","551332034053","17","1"
"G55013302034061","551332034061","21","1"
"G55013302034062","551332034062","24","1"
"G55013302034063","551332034063","21","1"
"G55013302034064","551332034064","18","1"
"G55013302034065","551332034065","30","1"
"G55013302035011","551332035011","24","1"
"G55013302035012","551332035012","23","1"
"G55013302035013","551332035013","21","1"
"G55013302035021","551332035021","16","1"
"G55013302035022","551332035022","5","1"
"G55013302036011","551332036011","49","4"
"G55013302036012","551332036012","72","8"
"G55013302036013","551332036013","34","2"
"G55013302036014","551332036014","19","1"
"G55013302036021","551332036021","27","1"
"G55013302036022","551332036022","33","2"
"G55013302036023","551332036023","41","3"
"G55013302036024","551332036024","17","1"
"G55013302037021","551332037021","17","1"
"G55013302037022","551332037022","20","1"
"G55013302037023","551332037023","19","1"
"G55013302037024","551332037024","19","1"
"G55013302037031","551332037031","24","1"
"G55013302037032","551332037032","15","1"
"G55013302037041","551332037041","38","2"
"G55013302037042","551332037042","15","1"
"G55013302037043","551332037043","11","1"
"G55013302038021","551332038021","25","1"
"G55013302038022","551332038022","23","1"
"G55013302038023","551332038023","23","1"
"G55013302038024","551332038024","21","1"
"G55013302038031","551332038031","23","1"
"G55013302038032","551332038032","23","1"
"G55013302038051","551332038051","28","1"
"G55013302038052","551332038052","27","1"
"G55013302038053","551332038053","23","1"
"G55013302038061","551332038061","25","1"
"G55013302038062","551332038062","26","1"
"G55013302039011","551332039011","28","1"
"G55013302039012","551332039012","43","3"
"G55013302039013","551332039013","54","5"
"G55013302039021","551332039021","46","3"
"G55013302039022","551332039022","49","4"
"G55013302039023","551332039023","24","1"
"G55013302039024","551332039024","41","3"
"G55013302040021","551332040021","26","1"
"G55013302040022","551332040022","31","2"
"G55013302040023","551332040023","24","1"
"G55013302040031","551332040031","26","1"
"G55013302040032","551332040032","35","2"
"G55013302040033","551332040033","26","1"
"G55013302040041","551332040041","26","1"
"G55013302040042","551332040042","26","1"
"G55013302040043","551332040043","28","1"
"G55013302040044","551332040044","25","1"
"G55013302040045","551332040045","25","1"
"G55013302041001","551332041001","17","1"
"G55013302041002","551332041002","15","1"
"G55013302041003","551332041003","16","1"
"G55013302042011","551332042011","56","5"
"G55013302042012","551332042012","53","4"
"G55013302042013","551332042013","59","5"
"G55013302042021","551332042021","27","1"
"G55013302042022","551332042022","21","1"
"G55013302043011","551332043011","25","1"
"G55013302043012","551332043012","36","2"
"G55013302043013","551332043013","44","3"
"G55013302043014","551332043014","42","3"
"G55013302043021","551332043021","30","1"
"G55013302043022","551332043022","37","2"
"G55013302043023","551332043023","46","3"
"G55013302044001","551332044001","6","1"
"G55013302044002","551332044002","23","1"
"G55013302045011","551332045011","26","1"
"G55013302045012","551332045012","26","1"
"G55013302045031","551332045031","24","1"
"G55013302045032","551332045032","23","1"
"G55013302045033","551332045033","24","1"
"G55013302045041","551332045041","30","1"
"G55013302045042","551332045042","21","1"
"G55013501001001","551351001001","74","8"
"G55013501001002","551351001002","81","9"
"G55013501001003","551351001003","70","7"
"G55013501001004","551351001004","60","6"
"G55013501002001","551351002001","58","5"
"G55013501002002","551351002002","57","5"
"G55013501002003","551351002003","60","6"
"G55013501003001","551351003001","50","4"
"G55013501003002","551351003002","73","8"
"G55013501003003","551351003003","55","5"
"G55013501004001","551351004001","65","6"
"G55013501004002","551351004002","55","5"
"G55013501004003","551351004003","70","7"
"G55013501005001","551351005001","61","6"
"G55013501005002","551351005002","43","3"
"G55013501006001","551351006001","66","7"
"G55013501006002","551351006002","57","5"
"G55013501006003","551351006003","36","2"
"G55013501006004","551351006004","58","5"
"G55013501007001","551351007001","74","8"
"G55013501007002","551351007002","59","5"
"G55013501007003","551351007003","74","8"
"G55013501008001","551351008001","57","5"
"G55013501008002","551351008002","39","2"
"G55013501008003","551351008003","41","3"
"G55013501009001","551351009001","61","6"
"G55013501009002","551351009002","79","9"
"G55013501009003","551351009003","74","8"
"G55013501009004","551351009004","72","8"
"G55013501009005","551351009005","69","7"
"G55013501010001","551351010001","68","7"
"G55013501010002","551351010002","70","7"
"G55013501010003","551351010003","73","8"
"G55013501010004","551351010004","80","9"
"G55013501011001","551351011001","86","9"
"G55013501011002","551351011002","85","9"
"G55013501011003","551351011003","82","9"
"G55013501011004","551351011004","82","9"
"G55013501011005","551351011005","83","9"
"G55013501012001","551351012001","55","5"
"G55013501012002","551351012002","56","5"
"G55013501012003","551351012003","51","4"
"G55013709601001","551379601001","66","7"
"G55013709601002","551379601002","62","6"
"G55013709601003","551379601003","62","6"
"G55013709602011","551379602011","52","4"
"G55013709602012","551379602012","63","6"
"G55013709602021","551379602021","76","8"
"G55013709602022","551379602022","64","6"
"G55013709602023","551379602023","61","6"
"G55013709603001","551379603001","86","9"
"G55013709603002","551379603002","61","6"
"G55013709603003","551379603003","84","9"
"G55013709604001","551379604001","71","7"
"G55013709604002","551379604002","65","6"
"G55013709604003","551379604003","62","6"
"G55013709604004","551379604004","65","6"
"G55013709606001","551379606001","55","5"
"G55013709606002","551379606002","60","6"
"G55013709607001","551379607001","63","6"
"G55013709607002","551379607002","90","10"
"G55013709607003","551379607003","GQ","GQ"
"G55013709608001","551379608001","75","8"
"G55013709608002","551379608002","91","10"
"G55013709608003","551379608003","89","10"
"G55013709608004","551379608004","64","6"
"G55013900001001","551390001001","75","8"
"G55013900001002","551390001002","83","9"
"G55013900001003","551390001003","85","9"
"G55013900002001","551390002001","73","8"
"G55013900002002","551390002002","83","9"
"G55013900002003","551390002003","76","8"
"G55013900003001","551390003001","69","7"
"G55013900003002","551390003002","48","4"
"G55013900003003","551390003003","65","6"
"G55013900004001","551390004001","75","8"
"G55013900004002","551390004002","88","10"
"G55013900004003","551390004003","83","9"
"G55013900005011","551390005011","89","10"
"G55013900005012","551390005012","89","10"
"G55013900005021","551390005021","74","8"
"G55013900005022","551390005022","76","8"
"G55013900005023","551390005023","92","10"
"G55013900005024","551390005024","88","10"
"G55013900007001","551390007001","GQ","GQ"
"G55013900007002","551390007002","88","10"
"G55013900007003","551390007003","GQ","GQ"
"G55013900008001","551390008001","79","9"
"G55013900008002","551390008002","78","8"
"G55013900008003","551390008003","81","9"
"G55013900009001","551390009001","69","7"
"G55013900009002","551390009002","72","8"
"G55013900010001","551390010001","69","7"
"G55013900010002","551390010002","78","8"
"G55013900011001","551390011001","79","9"
"G55013900011002","551390011002","70","7"
"G55013900011003","551390011003","77","8"
"G55013900011004","551390011004","71","7"
"G55013900012001","551390012001","86","9"
"G55013900012002","551390012002","85","9"
"G55013900013001","551390013001","65","6"
"G55013900013002","551390013002","83","9"
"G55013900013003","551390013003","69","7"
"G55013900014001","551390014001","79","9"
"G55013900014002","551390014002","75","8"
"G55013900014003","551390014003","79","9"
"G55013900014004","551390014004","78","8"
"G55013900015001","551390015001","79","9"
"G55013900015002","551390015002","74","8"
"G55013900015003","551390015003","71","7"
"G55013900016001","551390016001","35","2"
"G55013900016002","551390016002","GQ","GQ"
"G55013900017001","551390017001","58","5"
"G55013900017002","551390017002","GQ","GQ"
"G55013900017003","551390017003","42","3"
"G55013900018011","551390018011","45","3"
"G55013900018012","551390018012","61","6"
"G55013900018013","551390018013","63","6"
"G55013900018031","551390018031","42","3"
"G55013900018032","551390018032","56","5"
"G55013900018033","551390018033","62","6"
"G55013900018034","551390018034","63","6"
"G55013900018041","551390018041","45","3"
"G55013900018042","551390018042","45","3"
"G55013900018043","551390018043","31","2"
"G55013900019001","551390019001","50","4"
"G55013900019002","551390019002","44","3"
"G55013900019003","551390019003","48","4"
"G55013900020011","551390020011","77","8"
"G55013900020012","551390020012","43","3"
"G55013900020021","551390020021","51","4"
"G55013900020022","551390020022","33","2"
"G55013900020023","551390020023","78","8"
"G55013900021001","551390021001","41","3"
"G55013900021002","551390021002","64","6"
"G55013900022011","551390022011","42","3"
"G55013900022012","551390022012","51","4"
"G55013900022013","551390022013","36","2"
"G55013900022014","551390022014","51","4"
"G55013900022021","551390022021","44","3"
"G55013900022022","551390022022","42","3"
"G55013900023001","551390023001","34","2"
"G55013900023002","551390023002","32","2"
"G55013900023003","551390023003","37","2"
"G55013900024011","551390024011","37","2"
"G55013900024012","551390024012","41","3"
"G55013900024013","551390024013","62","6"
"G55013900024014","551390024014","59","5"
"G55013900024021","551390024021","45","3"
"G55013900024022","551390024022","60","6"
"G55013900024023","551390024023","48","4"
"G55013900025001","551390025001","70","7"
"G55013900025002","551390025002","72","8"
"G55013900025003","551390025003","75","8"
"G55013900025004","551390025004","71","7"
"G55013900026011","551390026011","69","7"
"G55013900026012","551390026012","71","7"
"G55013900026013","551390026013","70","7"
"G55013900026021","551390026021","68","7"
